name,calories,proteins,lipids,carbs,fibers,userId,
Salam din piept de pui Victoria Caroli,96,16,4,2,0,admin,
Salam Edel Salami,417,22,36,1,1,admin,
Salam Espetec Alipende,437,25,36,3,0,admin,
Salam Estival Alpinia,269,13,23,3,0,admin,
Salam extra light Zimbo,268,21,20,1,0,admin,
Salam fagaras uscat Cris-Tim,426,18,39,0,0,admin,
Salam Fermier Poiana Marului,224,37,2,8,0,admin,
Salam Gostat de la Cris-Tim,212,18,15,1,0,admin,
Salam haiducesc Cris-Tim,276,12,24,4,0,admin,
Salam italian Alpinia,271,16,20,6,0,admin,
Salam italian Baroni,266,14,22,3,0,admin,
Salam italian extra Cris-Tim,269,15,23,0,0,admin,
Salam Milano Cris-Tim,451,22,38,6,0,admin,
Salam Miorita Alpinia,209,11,17,3,0,admin,
Salam Montana Alpinia,228,15,17,3,0,admin,
Salam Montana Alpinia,257,16,21,1,0,admin,
Salam Napoli Citterio,374,26,30,0,0,admin,
Salam Napoli Cris-Tim,407,25,32,5,0,admin,
Salam Palaciego Campofrio,529,19,49,3,0,admin,
Salam Paraciego Campofrio,390,19,34,2,0,admin,
Salam Peles Agricola,502,20,46,2,0,admin,
Salam Peperami,379,25,30,2,3,admin,
Salam picant C+C Kaufland,496,19,47,1,0,admin,
Salam picant Dulano,354,20,30,1,0,admin,
Salam pikant extra Cris-Tim,308,13,27,3,0,admin,
Salam Pontic Cris-Tim,419,22,35,4,0,admin,
Salam porc bio feliat Golfera,350,26,26,1,0,admin,
Salam Potcoava Cris-Tim,451,25,38,1,0,admin,
Salam prahovean Alpinia,276,14,23,3,0,admin,
Salam Pralinen,526,28,46,1,0,admin,
Salam presat Baroni,255,18,20,0,0,admin,
Salam presat Winny,344,17,30,2,0,admin,
Salam rustic Cris-Tim,293,13,25,3,0,admin,
Salam Rustic ENB,181,19,10,2,0,admin,
Salam Rustic Unicarm,461,20,39,1,0,admin,
Salam Salchichon Alipende,400,18,35,3,0,admin,
Salam Sandwich Zimbo,309,20,25,1,0,admin,
Salam sarbesc Fox,263,17,21,2,1,admin,
Salam sasesc Cris-Tim,339,14,30,4,14,admin,
Salam sasesc cu piper verde Cris-Tim,293,18,24,2,0,admin,
Salam sasesc pikant Cris-Tim,280,17,23,1,0,admin,
Salam secuiesc Baroni,240,14,1,20,0,admin,
Salam secuiesc Campofrio,250,15,20,3,0,admin,
Salam Secuiesc Gourmet,305,17,27,1,0,admin,
Salam Semenic Caroli,252,17,20,1,0,admin,
Salam Semenic Caroli,206,15,16,1,0,admin,
Salam Sibiu Carrefour,487,24,43,10,0,admin,
Salam Sibiu Cris Tim,476,29,39,1,0,admin,
Salam Sibiu Gusturi Romanesti,480,25,40,2,0,admin,
Salam Sinaia Baroni,470,21,43,0,0,admin,
Salam Sinaia Lidl,470,21,43,0,0,admin,
Salam specialitate Carniprod,184,14,13,3,0,admin,
Salam Tabasco Zimbo,301,18,25,1,0,admin,
Salam taranesc de casa Cris-Tim,280,14,24,1,0,admin,
Salam taranesc de porc Cris-Tim,301,12,27,2,0,admin,
Salam traditional Alpinia,176,14,12,3,0,admin,
Salam Trapez Reinert,436,18,45,1,0,admin,
Salam turist Alpinia,256,12,21,5,0,admin,
Salam turist extra Cris-Tim,293,14,26,2,0,admin,
Salam Ungherese,344,23,28,0,0,admin,
Salam unguresc Zimbo,505,24,45,1,0,admin,
Salam uscat,532,25,46,0,0,admin,
Salam uscat Agricola,479,17,43,5,0,admin,
Salam uscat Aldis,418,16,37,2,0,admin,
Salam uscat Bacau Prodprosper,389,22,31,2,0,admin,
Salam uscat banatean Best Farm,446,20,39,0,0,admin,
Salam uscat Cris-Tim,388,18,35,1,0,admin,
Salam uscat cu alune Aoste Lidl,470,26,40,2,0,admin,
Salam uscat cu nuci frantuzesc Lidl,489,23,43,3,0,admin,
Salam uscat de vara Prodprosper,394,15,36,0,0,admin,
Salam uscat Pietricica Prodprosper,438,19,39,0,0,admin,
Salam uscat Prodprosper,467,20,42,2,0,admin,
Salam uscat Twinner,456,22,40,1,0,admin,
Salam vara traditional Alpinia,347,15,32,1,0,admin,
Salam vegetal afumat Aivia,127,17,4,5,0,admin,
Salam vegetal Aivia,105,15,3,4,0,admin,
Salam vegetal cu ardei Cris-Tim,159,13,7,12,0,admin,
Salam vegetal cu ciuperci Cris-Tim,159,13,7,12,0,admin,
Salam vegetal cu masline Cris-Tim,159,13,7,12,0,admin,
Salam vegetal Fito-Fitt,150,18,6,8,0,admin,
Salam Victoria Alpinia,0,13,22,259,0,admin,
Salam Victoria Ana si Cornel,177,18,11,1,0,admin,
Salam Victoria Aro,197,13,16,1,0,admin,
Salam Victoria Baroni,164,15,11,1,0,admin,
Salam Victoria Campofrio,200,12,14,7,0,admin,
Salam Victoria Caroli,179,13,13,2,0,admin,
Salam victoria Cris-Tim,211,14,17,0,0,admin,
Salam vita bio Golfera Bresi,154,28,5,1,0,admin,
Salam Vitaly Cris-Tim,248,19,19,2,0,admin,
Salami Milano Misto Emiliano Lidl,362,25,29,0,0,admin,
Salami Picco Pizzi Alfredo,262,10,10,32,1,admin,
Salata 4 anotimpuri Lidl,21,1,0,3,2,admin,
Salata a la Rousse 365,141,2,11,10,2,admin,
Salata a la rousse Mega Image,141,2,11,10,2,admin,
Salata a la russe Cris-Tim,145,2,11,1,1,admin,
Salata Amarone Mix 365,19,2,0,4,2,admin,
Salata andive Bolero Mix Endivia,27,1,0,5,0,admin,
Salata ardei capia cu usturoi Mega Image,69,1,5,6,2,admin,
Salata Atlantic 365,37,2,7,0,0,admin,
Salata baby batavia rosie si verde Carrefour,25,3,0,4,0,admin,
Salata boeuf Mega Image,145,9,7,14,0,admin,
Salata bolero mix Eisberg,27,1,0,5,0,admin,
Salata Caesar Aldi Germania,149,5,7,10,1,admin,
Salata Caesar fillet KFC,103,11,5,5,1,admin,
Salata Caesar Grill McDonalds,94,9,4,4,2,admin,
Salata casei Toppo Lidl,70,1,4,7,2,admin,
Salata Chef Mega Image ,77,4,5,6,3,admin,
Salata Clasica 365,20,2,0,4,0,admin,
Salata Coleslaw KFC,210,1,13,22,1,admin,
Salata cosmopolitana 365,20,2,0,4,0,admin,
Salata Craciunita Eisberg,17,2,0,4,0,admin,
Salata cu ardei rosu si peste marinat Afrodita,182,3,7,27,0,admin,
Salata cu icre de crap Deltaica,639,7,68,0,0,admin,
Salata cu icre de crap Gusturi Romanesti,638,7,65,0,0,admin,
Salata cu icre de crap si ceapa Carrefour,552,2,60,1,0,admin,
Salata cu icre de hering cu ceapa Carrefour,584,2,64,1,0,admin,
Salata cu icre de hering si ceapa Auchan,543,2,59,2,1,admin,
Salata cu marar Toppo Lidl,91,1,6,9,0,admin,
Salata cu patrunjel si bulgur Calif,99,4,2,16,4,admin,
Salata cu ton Ready 2 Eat Olympia,216,4,18,10,2,admin,
Salata cu ton Sandwich Time ,86,8,3,9,1,admin,
Salata Dakota Salad Box,81,7,4,5,1,admin,
Salata de alge cu somon Ocean Fish,219,6,20,6,1,admin,
Salata de ardei copti cu usturoi Toppo Lidl,50,1,3,5,0,admin,
Salata de ardei copti cu vinete 365,59,1,2,9,0,admin,
Salata de carne 365,211,10,16,7,0,admin,
Salata de ciuperci cu maioneza Vico Delicatessen,160,5,13,7,0,admin,
Salata de cruditati fitness McDonalds,68,7,3,2,1,admin,
Salata de fructe,60,1,0,13,1,admin,
Salata de humus cu boia Vernada,280,6,21,18,18,admin,
Salata de humus Curry Vernada,280,6,21,18,18,admin,
Salata de icre crap cu ceapa Bonito,581,2,63,1,0,admin,
Salata de icre cu ceapa Carrefour,551,2,60,1,0,admin,
Salata de icre cu ceapa Nordika,574,4,62,0,0,admin,
Salata de legume Sombrero Bonduelle,62,2,1,12,0,admin,
Salata de oua,185,9,16,2,0,admin,
Salata de peste Neptun Losos,174,8,13,8,0,admin,
Salata de pui cu telina 365,176,13,8,13,1,admin,
Salata de sfecla rosie cu hrean 365,28,1,0,6,1,admin,
Salata de sfecla rosie Raureni,23,1,0,6,2,admin,
Salata de ton cu branza Delight,200,23,10,3,0,admin,
Salata de ton cu naut si castraveti murati,97,10,3,5,2,admin,
Salata de ton John West,199,8,16,7,0,admin,
Salata de ton mediteraneana Neptun,104,8,6,5,0,admin,
Salata de ton Mediterranea Nostromo,180,8,16,2,0,admin,
Salata de ton mexicana Neptun,126,9,6,10,0,admin,
Salata de varza 365,64,2,4,7,2,admin,
Salata de vinete Bunatati de Topoloveni,103,1,9,5,0,admin,
Salata de vinete cu ceapa 365 Mega Image,78,3,4,8,3,admin,
Salata de vinete cu maioneza 365 Mega Image,192,7,19,5,3,admin,
Salata de vinete Dinadi,103,1,9,5,0,admin,
Salata de vinete Lidl,125,1,11,3,0,admin,
Salata de vinete si ardei copti Toppo Lidl,71,1,6,2,0,admin,
Salata de vinete Vico Delicatessen,61,3,4,5,0,admin,
Salata Disney Mix Eisberg,14,1,0,3,0,admin,
Salata dulce crocanta Oliveris Agriro Fresh,20,2,0,4,0,admin,
Salata eisberg Valentina,15,1,0,2,2,admin,
Salata Fantezie Carrefour,14,2,0,3,0,admin,
Salata fasole slba Efko,79,7,0,11,0,admin,
Salata fillet pui KFC,70,6,4,5,4,admin,
Salata Fitness Mix 365,25,2,0,4,2,admin,
Salata Fitness Mix 365,25,2,0,4,2,admin,
Salata Fresh KFC,31,1,0,6,2,admin,
Salata greceasca Fabrica de Sandwichuri,77,2,6,5,1,admin,
Salata greceasca Snack Attack,173,12,12,3,1,admin,
Salata Greek KFC,70,4,5,4,1,admin,
Salata humus Carrefour,240,6,17,14,0,admin,
Salata humus Mega Image,115,7,4,14,3,admin,
Salata humus Vico,188,3,18,5,0,admin,
Salata iceberg,14,1,0,3,1,admin,
Salata icre crap Delta Fish,583,4,63,0,0,admin,
Salata icre crap Real,492,3,53,1,0,admin,
Salata icre hering cu ceapa 365,492,3,53,1,0,admin,
Salata icre hering cu ceapa Aro,510,3,55,1,0,admin,
Salata icre hering Delta Fish,559,6,59,1,0,admin,
Salata Indivia Riccia Agriro Fresh,17,1,0,3,3,admin,
Salata indivia riccia oliveris Agriro Fresh,17,1,0,3,0,admin,
Salata Latino Carrefour,27,1,0,5,1,admin,
Salata Lollo mix Endivia,15,1,0,2,2,admin,
Salata macrou afumat Salmaris,406,10,40,1,1,admin,
Salata Maxi Caesar cu piept de pui la gratar McDonald's,210,25,9,6,3,admin,
Salata maxi Caesar McDonalds,335,23,19,18,3,admin,
Salata maxi de pui McDonalds,365,24,19,24,6,admin,
Salata maxi pui grill (fara dressing) McDonalds,105,13,4,3,2,admin,
Salata mediteraneana 365 ,20,2,0,4,1,admin,
Salata mediteraneana Delhaize,35,2,0,7,2,admin,
Salata mediteraneana Mega Image,18,1,0,3,0,admin,
Salata mediteraneana Sandwich Time,109,3,7,10,1,admin,
Salata mexicana cu ton Auchan,163,9,10,10,1,admin,
Salata mexico mix Eisberg ,31,2,0,0,0,admin,
Salata Midi Bon Ton Mcdonalds,36,5,1,2,0,admin,
Salata Midi Greek McDonalds,125,6,9,5,2,admin,
Salata Milano Agriro,28,5,0,5,0,admin,
Salata mini de cruditati McDonalds,35,2,0,7,4,admin,
Salata mix Carrefour,21,2,0,3,0,admin,
Salata mix de Luxe Billa,13,2,0,1,2,admin,
Salata mix Endivia,21,2,0,3,2,admin,
Salata mix Era Ora Mistacanza,15,2,0,2,0,admin,
Salata mix fitness Mega Image,25,2,0,4,2,admin,
Salata mix orientala Agriro fresh,30,2,0,6,0,admin,
Salata mix Stathis,22,1,0,3,1,admin,
Salata Mixta Agriro Fresh,19,1,0,4,3,admin,
Salata mixta romana Eisberg,25,2,0,4,0,admin,
Salata Monte Carlo 365,37,4,1,6,0,admin,
Salata Ola Mix mediteraneana Eisberg,15,1,0,2,3,admin,
Salata picanta Carrefour,21,2,0,3,1,admin,
Salata Pikans Mix 365 Mega Image,21,2,0,3,2,admin,
Salata Pikans Mix Eisberg,21,2,0,3,3,admin,
Salata premium mix Eisberg,15,1,0,2,1,admin,
Salata Primavara,20,2,1,4,0,admin,
Salata Primavera McDonalds,15,1,0,3,1,admin,
Salata Primavera Oliveris,17,2,0,1,0,admin,
Salata Rapsodie Eisberg,15,1,0,2,1,admin,
Salata rosie creata Lollo Rossa,20,0,0,2,0,admin,
Salata ruseasca Toppo Lidl,173,2,13,11,0,admin,
Salata somon Quick,214,20,9,13,0,admin,
Salata Sweet&Crunchy Florette,22,1,0,3,2,admin,
Salata Tabbouleh,125,2,9,10,2,admin,
Salata taraneasca Carrefour,27,2,0,5,0,admin,
Salata Tisa,19,1,0,4,0,admin,
Salata tzatziki Vico Delicatessen,170,3,15,6,0,admin,
Salata varza rosie Raureni,16,1,0,4,1,admin,
Salata varza si pui Snack Attack,102,9,5,5,0,admin,
Salata verde,17,1,0,3,2,admin,
Salata verde crocanta Carrefour,14,1,0,3,1,admin,
Salata vinete Toppo Lidl,88,2,7,7,4,admin,
Salata Wellness mix Eisberg,14,2,0,3,0,admin,
Salate icre hering cu somon Negro 2000,596,1,64,2,0,admin,
Salau,86,19,1,0,0,admin,
Salau gatit,117,25,1,0,0,admin,
Saleuri cu sunca Vivien,240,6,18,13,0,admin,
Saleuri cu susan Alpin,368,6,23,35,0,admin,
Saleuri din foietaj cu unt sarata Lidl,511,10,26,57,0,admin,
Salsifis gatit,68,3,0,15,3,admin,
Samburi caise Pirifan,589,23,47,12,10,admin,
Samburi de caise Solaris,579,21,52,19,0,admin,
Sana 01% light Monor,33,3,0,4,0,admin,
Sana 08% capsuni si coacaze Napolact,65,3,1,12,0,admin,
Sana 08% cu visine Napolact,64,3,1,11,0,admin,
Sana 25 % Almsana,65,3,3,4,0,admin,
Sana 25% Galacta,51,3,3,4,0,admin,
Sana 25% Margareto,54,3,3,5,0,admin,
Sana 2% No.1 Carrefour,50,3,2,5,0,admin,
Sana 2% Roxar,65,3,2,4,0,admin,
Sana 35% Five Continents,60,3,4,4,0,admin,
Sana 35% Napolact prilej de ragaz ,62,4,4,4,0,admin,
Sana 35% Nutriday Danone,62,4,4,4,0,admin,
Sana 35% Sim,61,3,4,0,0,admin,
Sana 35% Unicarm,62,3,4,4,0,admin,
Sana 36% Billa,63,3,4,4,0,admin,
Sana 36% Boni,60,3,4,4,0,admin,
Sana 36% Carrefour,63,3,4,5,0,admin,
Sana 36% Covalact,62,3,4,4,0,admin,
Sana 36% LaDorna,64,3,4,5,0,admin,
Sana 36% Monor,66,3,4,5,0,admin,
Sana 3.5% Napolact,60,3,4,4,0,admin,
Sana 3.6% Gusturi Romanesti,59,3,4,4,0,admin,
Sana 3.6% Olympus,59,3,4,4,0,admin,
Sana 3% Eco Mandruta,47,3,3,4,0,admin,
Sana Albalact,64,3,4,5,0,admin,
Sana bio activ Big Panda,61,3,4,4,0,admin,
Sana Bradet,57,4,3,4,0,admin,
Sana cu coacaze Prilej de Ragaz Napolact,81,3,3,12,0,admin,
Sana cu fructe Tnuva Sana Mea,70,4,4,6,0,admin,
Sana cu miere si alune de padure Napolact,95,3,3,14,0,admin,
Sana cu miere si nuci Napolact,97,3,4,14,0,admin,
Sana din lapte de capra LactIQ,59,3,4,3,0,admin,
Sana fructe Tnuva,86,3,2,14,0,admin,
Sana mea cu capsuni Tnuva,85,3,2,14,0,admin,
Sana Meridian Agroind,56,3,3,4,0,admin,
Sana Natura,31,4,4,5,0,admin,
Sana omega 3 Milli,61,3,4,4,0,admin,
Sana Tnuva,70,4,4,6,0,admin,
Sana usoara 07% Covalact ,34,3,1,4,0,admin,
Sana usoara 07% Napolact,34,3,1,4,0,admin,
Sana usoara 09% Napolact ,38,3,1,4,0,admin,
Sana Valea Stramba,62,3,4,4,0,admin,
Sana Zuzu,48,3,2,5,0,admin,
Sana Zuzu 36%,63,3,4,5,0,admin,
Sandvis cu porc si sos de hrean McDonalds,665,32,41,40,3,admin,
Sandvis Subway Italian BMT Flatbread,420,19,19,44,3,admin,
Sandwich 15 cm curcan light Subway,134,9,2,22,2,admin,
Sandwich bacon McMuffin cu ou McDonalds,256,16,11,19,13,admin,
Sandwich Big Tasty McDonalds,230,12,12,16,1,admin,
Sandwich Big Tasty McDonalds,245,13,15,14,1,admin,
Sandwich Bonfillet KFC,250,13,10,27,0,admin,
Sandwich Brisket Green Up Papa Verde,290,8,12,28,0,admin,
Sandwich Burger King XXL,1038,58,67,48,3,admin,
Sandwich Chicken Grill McDonalds,230,16,7,24,1,admin,
Sandwich crispy bacon si ardei gras Snack Attack,277,14,13,27,0,admin,
Sandwich Crispy KFC,230,12,6,32,0,admin,
Sandwich cu branza feta si cascaval Green Up Papa Verde Branzarella,212,9,20,8,0,admin,
Sandwich cu branza feta cascaval ardei copt Branzarella Green Up Papa Verde,286,8,13,32,0,admin,
Sandwich cu inghetata de vanilie si ciocolata Romy Antarctica,173,4,7,24,0,admin,
Sandwich cu muschi file si cascaval Mega Image,245,7,14,23,1,admin,
Sandwich cu muschi si cascaval Valentino,260,9,9,30,0,admin,
Sandwich cu pastrama de vita si cascaval 365,240,7,14,22,1,admin,
Sandwich cu piept de pui condimentat Meltz KFC,289,20,15,19,0,admin,
Sandwich cu piept de pui picant Meltz KFC,289,20,15,19,0,admin,
Sandwich cu piept de pui si cascaval Rivoli,206,13,8,20,0,admin,
Sandwich cu pui Shanghai King,148,12,2,22,2,admin,
Sandwich cu pui Shanghai Valentino,250,10,10,30,0,admin,
Sandwich cu salam de Sibiu si mozzarella x3 Rivoli,344,15,21,22,0,admin,
Sandwich cu salam uscat pastrama de porc crema de branza cu smantana Meat Me Green Up Papa Verde,298,8,15,33,0,admin,
Sandwich cu salam x3 Rivoli,331,14,20,21,0,admin,
Sandwich cu salata de cruditati si pui 365,267,6,14,30,1,admin,
Sandwich cu snitel de pui Yummy Green up Papa verde,165,11,3,23,0,admin,
Sandwich cu sunca de pui Valentino,245,10,8,28,0,admin,
Sandwich Fillet KFC,227,16,9,22,0,admin,
Sandwich humus cu ardei copt Snack Attack,211,6,9,24,0,admin,
Sandwich muschi file si cascaval Sandwich Time,226,10,5,37,0,admin,
Sandwich muschi tiganesc Funky Fresh,260,12,7,37,0,admin,
Sandwich muschi tiganesc O'Fresh,260,12,7,37,0,admin,
Sandwich muschi tiganesc si cascaval afumat Snack Attack,196,13,8,17,0,admin,
Sandwich piept pui grill Sandwich Time,225,14,6,29,6,admin,
Sandwich pui la gratar Subway,140,11,2,21,2,admin,
Sandwich pui la grill si cruditati Snack Attack,186,11,7,20,0,admin,
Sandwich pui si ardei copt Snack Attack,154,11,3,19,0,admin,
Sandwich snitel pui Funky Fresh,279,12,12,32,0,admin,
Sandwich Sombrero Green up Papa verde,303,9,16,29,0,admin,
Sandwich sunca curcan cascaval castraveti murati Ciao Green Up Papa Verde,287,8,13,33,0,admin,
Sandwich sunca de Praga si cascaval Sandwich Time,258,10,8,36,0,admin,
Sandwich sunca de praga piept de pui Snack Attack,228,13,12,17,0,admin,
Sandwich sunca Praga si branza Cedar Snack Attack,196,13,8,18,0,admin,
Sandwich ton cu dressing de iaurt si hrean Snack Attack,243,10,11,24,0,admin,
Sandwich Tower burger KFC,280,11,14,28,1,admin,
Sandwich Tower burger vegetarian KFC,231,6,8,33,0,admin,
Sandwich turta orez jambon curcan unt eco Aldi R,382,7,30,20,1,admin,
Sandwich Twister KFC,197,9,9,20,1,admin,
Sandwich Twister vegetarian KFC,241,6,8,36,1,admin,
Sandwich Veggie Party Subway,161,9,4,22,4,admin,
Sandwich vita si branza Subway,147,10,3,20,2,admin,
Sandwich Wikinger Nordsee,226,16,37,47,0,admin,
Sandwich Zinger KFC,268,16,12,24,0,admin,
Sandwichi cu salam banatean si cascaval 365,288,7,15,33,0,admin,
Sarailie cu nuca Lidl,416,6,14,66,0,admin,
Saramura de scrumbie,262,14,18,10,0,admin,
Saratele branza cu mucegai blue cheese crackers Mega Image,244,9,2,47,0,admin,
Saratele cheese cd cu aroma de pizza Monte Banato,435,12,12,69,0,admin,
Saratele chimen Giprod,326,10,3,74,74,admin,
Saratele crocante cu seminte dovleac si cascaval Alnatura,464,16,20,49,9,admin,
Saratele cu branza Circuss,373,14,7,63,0,admin,
Saratele cu branza Clarky's Plus,488,13,24,55,0,admin,
Saratele cu cascaval Monte Banato,427,11,11,71,0,admin,
Saratele cu ceapa si smantana Eldi,353,9,4,68,0,admin,
Saratele cu chimen Cheese CD Monte Banato,430,11,12,69,0,admin,
Saratele Fornetti,260,8,6,40,0,admin,
Saratele Monte Banato,475,14,3,73,2,admin,
Sardeluta marinata in ulei Drag de Romania,315,20,26,0,0,admin,
Sardeluta marinata in ulei Gusturi Romanesti Mega Image,300,13,28,1,1,admin,
Sardin in ulei cu chili Blue Bay,162,25,7,1,1,admin,
Sardina in sos tomat Odyssee,235,17,18,1,0,admin,
Sardina proaspata,125,20,5,0,0,admin,
Sardine cu ulei de masline John West,218,23,14,0,0,admin,
Sardine in sos tomat Clever,110,18,4,0,0,admin,
Sardine in sos tomat Cody,80,2,0,19,1,admin,
Sardine in sos tomat La Grande Famiglia,150,17,9,2,0,admin,
Sardine in sos tomat Ocean Fish,180,15,11,6,0,admin,
Sardine in ulei Blue Bay,147,24,5,1,1,admin,
Sardine in ulei de floarea soarelui Vitae D'oro,146,24,5,0,0,admin,
Sardine in ulei de masline Auchan,245,26,16,0,0,admin,
Sardine in ulei Goody's,230,25,11,0,0,admin,
Sardine in ulei La grande famiglia,180,21,11,0,0,admin,
Sardine in ulei Nemo,205,24,12,0,0,admin,
Sardine in ulei vegetal de rapita Ocean Fish,247,17,20,0,0,admin,
Sardine in ulei vegetal Dinadi,294,19,24,2,0,admin,
Sardine in ulei vegetal Home Garden,120,18,5,0,0,admin,
Sardine in ulei vegetal Naftika,380,18,34,1,1,admin,
Sare cu ierburi Bio Greno,39,2,2,4,4,admin,
Sare de masa,0,0,0,0,0,admin,
Sarlota vanilie Billa,330,3,17,39,0,admin,
Sarmale de post Mega Image,53,8,2,2,0,admin,
Sarmalute cu foi de vita La Grande Famiglia,169,2,13,16,0,admin,
Savarina Billa,278,4,9,45,0,admin,
Scoici,82,9,2,7,0,admin,
Scoici cu sos de usturoi Waitrose,102,9,4,7,1,admin,
Scoici cu sos de vin alb Waitrose,141,14,7,5,1,admin,
Scoici La Caldera Lidl,86,12,3,3,0,admin,
Scoici semipreparate Del Mare,98,17,3,0,0,admin,
Scortisoara macinata,261,4,3,80,54,admin,
Scortisoara macinata Alex,473,4,3,80,54,admin,
Scortisoara macinata HoReCa,317,4,3,56,0,admin,
Scortisoara macinata Orlando's,456,4,1,81,53,admin,
Scrumbie afumata,211,21,14,0,0,admin,
Scrumbie proaspata,217,25,12,0,0,admin,
Scrumbie sarata,217,20,15,0,0,admin,
Seasoned mixed vegetables Italian Style Green Grocer's,45,2,2,3,1,admin,
Secara,335,15,3,70,15,admin,
Selectie ciocolata Petit Amour Lidl,573,7,39,47,0,admin,
Selectie de praline Vanessa,464,5,20,64,0,admin,
Selectie napolitane partial invelite in ciocolata Firsne,537,5,32,56,0,admin,
Selectie praline Melanie,464,5,20,64,0,admin,
Seminte albe de dovleac prajite si sarate Nutline,407,25,29,12,4,admin,
Seminte albe de floarea soarelui x,639,28,55,4,0,admin,
Seminte crude floarea soarelui Lidl ,582,19,48,17,3,admin,
Seminte crude floarea soarelui raw Gardis Lidl,590,19,48,17,3,admin,
Seminte de canepa decorticate Solaris,621,30,51,5,7,admin,
Seminte de canepa naturale Canah,621,30,51,5,7,admin,
Seminte de chia,490,16,30,44,38,admin,
Seminte de chia Fruit Orchard,490,21,31,7,38,admin,
Seminte de chia Herbal Sana,486,17,31,42,34,admin,
Seminte de chia negre Nutrisslim,444,21,31,5,34,admin,
Seminte de chia SanoVita,491,22,31,12,25,admin,
Seminte de chia Solaris,435,17,35,44,44,admin,
Seminte de dovleac,538,27,45,13,4,admin,
Seminte de dovleac 365 Mega Image ,613,35,47,13,0,admin,
Seminte de dovleac All Green,541,25,45,18,4,admin,
Seminte de dovleac crude ai decojite Solaris,541,25,46,18,4,admin,
Seminte de dovleac crude Pirifan,595,30,49,5,6,admin,
Seminte de dovleac crude Solaris,541,25,46,18,0,admin,
Seminte de dovleac decojite crude Nutribon,419,24,31,9,4,admin,
Seminte de dovleac decojite crude SanoVita,579,32,46,8,0,admin,
Seminte de dovleac decojite Orlando's,416,24,32,9,4,admin,
Seminte de dovleac Go Green,570,25,46,13,5,admin,
Seminte de dovleac prajite cu sare Djili Soy,537,25,40,9,20,admin,
Seminte de dovleac prajite Orlando's,488,26,40,7,0,admin,
Seminte de dovleac prajite si sarate Elmas,613,35,47,13,4,admin,
Seminte de dovleac prajite si sarate Soltino,467,26,39,3,2,admin,
Seminte de dovleac prajite si sarate Ubernuts,489,29,35,9,11,admin,
Seminte de dovleac Seeberger,587,35,47,3,0,admin,
Seminte de dovleac Winny,416,24,32,9,0,admin,
Seminte de floare miez Jasmin,612,19,50,22,9,admin,
Seminte de floarea soarelui,582,19,50,24,11,admin,
Seminte de floarea soarelui albe Nutline,418,15,26,8,10,admin,
Seminte de floarea soarelui Bio All Green,580,23,49,12,6,admin,
Seminte de floarea soarelui Cernica,620,21,56,4,0,admin,
Seminte de floarea soarelui Coleu,479,18,32,13,0,admin,
Seminte de floarea soarelui crude 365,564,21,49,18,14,admin,
Seminte de floarea soarelui crude decojite Pirifan,606,21,51,20,9,admin,
Seminte de floarea soarelui crude Elmas,578,23,51,2,0,admin,
Seminte de floarea soarelui crude Mega Image,609,27,49,12,6,admin,
Seminte de floarea soarelui crude si decojite Granovit Alfa-Beta,570,23,50,19,11,admin,
Seminte de floarea soarelui crude si decojite Solaris,570,23,50,19,0,admin,
Seminte de floarea soarelui cu sare Nota 11,479,18,32,13,0,admin,
Seminte de floarea soarelui decojite K Classic,582,19,48,17,3,admin,
Seminte de floarea soarelui decojite Tezorum,622,21,56,4,5,admin,
Seminte de floarea soarelui decojite prajite cu sare Fine Food,604,18,47,23,11,admin,
Seminte de floarea soarelui decorticate Rumina Nuts,610,21,55,4,0,admin,
Seminte de floarea soarelui Djili Soy fara sare,578,19,38,29,26,admin,
Seminte de floarea soarelui fin sarate Fiesta Natura Line,597,22,48,19,8,admin,
Seminte de floarea soarelui Go Green,580,20,50,7,11,admin,
Seminte de floarea soarelui Grivas,620,21,56,4,0,admin,
Seminte de floarea soarelui K-Classic,582,19,48,17,3,admin,
Seminte de floarea soarelui negre fara sare Elmas,568,18,42,19,20,admin,
Seminte de floarea soarelui pestrite prajite si sarate Nutline,486,16,38,38,0,admin,
Seminte de floarea soarelui prajite albe Elmas,434,17,28,50,40,admin,
Seminte de floarea soarelui prajite cu paprica Nutline,399,16,23,56,0,admin,
Seminte de floarea soarelui prajite cu sare Nutline,325,11,28,14,0,admin,
Seminte de floarea soarelui prajite fara sare Nutline,325,11,28,14,0,admin,
Seminte de floarea soarelui prajite fara sare Solaris,573,21,53,3,0,admin,
Seminte de floarea soarelui prajite necuratate Naghirneak,379,14,35,2,0,admin,
Seminte de floarea soarelui prajite si sarate Metropolitan Play,459,18,34,25,17,admin,
Seminte de floarea soarelui Rio,504,17,38,21,0,admin,
Seminte de floarea soarelui Sanovita,575,23,49,12,0,admin,
Seminte de floarea soarelui sarate Best,325,11,28,14,0,admin,
Seminte de floarea soarelui Stilla Natura,582,19,48,17,3,admin,
Seminte de floarea soarelui Tadim,396,17,34,5,37,admin,
Seminte de floarea-soarelui Aanovita,575,23,49,12,16,admin,
Seminte de hrisca SanoVita,359,12,3,70,4,admin,
Seminte de in,534,18,42,29,27,admin,
Seminte de in Alnatura,471,29,31,19,39,admin,
Seminte de in aurii organice Now Foods,619,19,43,38,38,admin,
Seminte de in auriu bio Bauckhof,496,21,36,11,21,admin,
